"Age","Workclass","Fnlwgt","Education.","Education.num","Marital.status","Occupation","Relationship","Race","Sex","Capital.gain","Capital.loss","Hours.per.week","Native.country","Class"
19,3,418324,11,10,1,14,13,1,1,0,0,36,1,1
51,3,158948,3,9,2,15,2,1,1,0,0,84,1,8
51,3,221532,1,13,3,2,17,1,1,0,0,40,1,8
22,2,202920,3,9,1,5,17,1,5,99999,0,40,398,8
37,25,118909,3,9,3,1,17,4,5,0,0,35,1,1
19,3,286469,11,10,1,14,13,1,5,0,0,30,1,1
45,3,191914,3,9,3,15,17,1,5,0,0,55,1,1
21,1,142766,11,10,1,7,13,1,1,0,0,10,1,1
52,3,198744,3,9,138,14,1,1,5,0,0,40,1,1
46,25,272780,11,10,2,5,2,1,1,0,0,24,1,1
42,1,219553,6,14,3,5,1,1,5,0,0,38,1,1
56,3,261232,3,9,1,26,1,1,1,0,0,40,1,1
23,3,64292,3,9,1,1,1,1,5,0,0,40,1,1
58,3,312131,6,14,2,14,2,1,1,0,0,40,1,1
70,3,30713,3,9,2,16,2,1,1,0,0,30,1,1
30,3,246439,11,10,3,1,17,1,1,0,0,40,1,1
45,3,338105,1,13,2,1,2,12,1,0,0,40,142,1
23,3,228243,11,10,1,26,1,1,1,0,0,44,1,1
34,25,62463,11,10,2,15,2,1,1,0,1579,40,1,1
38,3,31603,1,13,2,26,5,1,5,0,0,40,1,1
24,3,165054,46,11,2,26,2,1,1,0,0,40,1,1
53,3,121618,15,4,1,15,1,15,1,0,0,40,1,1
45,22,273194,3,9,1,15,1,4,1,3325,0,40,1,1
21,3,538319,11,10,1,7,13,1,5,0,0,40,34,1
34,3,238246,1,13,1,5,1,1,5,0,0,40,1,1
32,51,244665,3,9,2,26,2,1,1,5178,0,45,1,8
21,3,131811,3,9,2,3,2,1,1,0,0,40,1,1
23,3,156807,7,5,1,3,13,4,1,0,0,36,1,1
28,3,236861,1,13,3,26,17,1,1,0,0,50,1,1
29,2,229842,3,9,1,15,17,4,1,0,0,45,1,1
25,25,190057,1,13,1,5,13,1,5,0,0,40,1,1
44,1,55076,6,14,1,5,1,1,5,0,0,60,1,1
18,3,152545,3,9,1,7,13,1,5,0,0,8,1,1
26,3,153434,3,9,1,7,13,1,1,0,0,24,1,1
47,25,171095,14,12,2,1,5,1,5,0,0,35,1,8
23,3,239322,3,9,3,14,1,1,1,0,0,40,1,1
46,3,138999,11,10,2,17,2,1,1,0,0,40,1,1
61,25,95450,1,13,2,2,2,1,1,5178,0,50,1,8
25,3,176520,3,9,1,26,69,1,1,0,0,40,1,1
38,25,72338,3,9,2,29,2,12,1,0,0,54,1,8
23,3,235722,11,10,1,7,1,1,1,0,0,20,1,1
36,22,128884,3,9,3,1,1,1,5,0,0,48,1,1
46,3,187226,7,5,3,7,1,1,1,0,0,25,1,1
32,2,298332,1,13,2,5,2,1,1,0,0,45,1,8
40,3,173607,205,6,2,15,2,1,1,0,0,40,1,1
31,3,226756,3,9,1,1,13,4,1,0,0,40,1,1
31,3,157887,11,10,2,2,2,1,1,0,0,65,1,8
32,1,171111,1,13,1,1,1,1,1,0,0,37,1,1
21,3,126314,11,10,1,7,13,1,1,0,0,10,1,1
63,3,174018,11,10,2,14,2,4,1,0,0,40,1,8
44,3,144778,11,10,21,2,1,1,1,0,0,45,1,8
42,2,201522,1,13,2,14,2,1,1,0,0,60,1,1
30,3,399088,11,10,3,1,1,1,5,0,0,45,1,1
24,3,282202,3,9,1,7,17,1,1,0,0,40,460,1
42,3,102606,1,13,2,24,2,1,1,0,0,40,1,8
44,2,246862,3,9,2,5,5,1,5,0,0,40,749,8
27,22,508336,1,13,1,2,1,4,1,0,0,48,1,1
27,25,263431,11,10,1,2,17,1,1,0,0,40,1,1
22,3,235733,3,9,1,7,1,1,5,0,0,45,1,1
68,3,107910,3,9,1,14,1,1,5,0,0,40,1,1
55,2,184425,11,10,2,16,2,1,1,0,0,99,1,8
22,2,143062,3,9,1,7,13,1,1,0,0,40,1737,1
25,3,199545,11,10,2,2,5,1,5,0,0,15,1,1
68,2,197015,3,9,2,16,2,1,1,0,0,45,1,1
62,3,149617,11,10,138,2,1,1,5,0,0,16,1,1
26,3,33610,3,9,3,7,69,1,1,0,0,40,1,1
34,3,192002,6,14,2,5,2,1,1,0,0,55,1,8
68,3,67791,11,10,138,14,1,1,1,0,0,40,1,1
42,25,445382,1,13,21,2,1,1,1,0,0,45,1,8
45,3,112283,1,13,2,14,2,1,1,0,0,55,1,1
26,3,157249,4,7,1,15,1,1,1,0,0,40,1,1
25,3,109872,3,9,2,17,2,1,1,0,0,45,1,1
23,3,119838,1,13,1,5,13,1,1,0,0,50,1,1
65,1749,27012,15,4,138,16,17,1,5,0,0,50,1,1
31,3,91666,3,9,1,15,1,1,1,0,0,50,1,1
26,3,270276,3,9,1,1,1,1,5,0,0,40,1,1
39,3,179271,11,10,2,26,2,1,1,0,0,50,1,8
44,3,161819,3,9,2,17,2,1,1,0,0,40,1,8
45,25,339681,6,14,3,5,17,1,5,1506,0,45,1,1
26,2,219897,6,14,1,5,1,1,5,0,0,50,1,1
26,3,91683,205,6,2,15,2,1,1,0,0,35,1,1
36,3,188834,7,5,2,15,2,1,1,0,0,50,1,1
38,3,187046,4,7,2,26,2,1,1,0,0,45,1,1
39,3,191807,3,9,1,17,17,1,1,0,0,48,1,1
52,51,179951,49,15,2,2,2,1,1,0,0,40,1,1
39,3,324420,387,2,2,26,2,1,1,0,0,45,15,1
41,2,66632,11,10,3,26,1,1,1,0,0,40,1,1
42,25,121718,6,14,2,2,2,1,1,0,1902,60,1,8
47,3,162034,1,13,2,14,2,1,1,0,0,70,1,1
28,25,218990,46,11,2,29,2,4,1,0,0,46,1,1
25,25,125863,1,13,1,5,13,1,1,0,0,35,1,1
35,3,225330,1,13,1,1,1,1,5,0,0,40,1,1
32,3,120426,3,9,21,1,17,1,5,0,0,40,1,1
38,3,119741,6,14,2,26,2,4,1,0,0,40,1,8
44,3,32000,11,10,2,24,2,1,1,0,0,18,1,8
27,3,278581,1,13,1,14,13,1,5,0,0,40,1,1
30,3,230224,1,13,1,2,1,1,1,0,0,55,1,8
30,3,204374,1,13,1,14,1,1,1,0,1741,48,1,1
45,3,188386,3,9,2,3,2,1,1,0,1628,45,1,1
20,3,164922,3,9,1,26,13,1,1,0,0,40,1,1
57,3,195176,6,14,1,5,1,1,1,0,0,80,1,1
43,3,166740,11,10,3,1,1,1,1,0,0,48,1,1
28,3,162551,15,4,2,17,69,12,5,0,0,48,805,1
25,3,211231,3,9,2,24,69,1,5,0,0,48,1,8
25,3,169990,3,9,2,14,2,1,1,0,0,40,1,1
90,3,221832,1,13,2,2,2,1,1,0,0,45,1,1
38,25,255454,1,13,21,5,17,4,1,0,0,40,1,1
35,3,28160,1,13,7,2,17,1,5,0,0,40,1,1
50,1,159219,1,13,2,2,2,1,1,0,0,40,104,8
26,25,103148,3,9,1,1,1,1,5,0,0,40,1,1
39,3,165186,11,10,2,16,2,1,1,0,0,45,1,1
56,3,31782,205,6,2,14,2,1,1,0,0,40,1,1
24,25,249101,3,9,3,29,17,4,5,0,0,40,1,1
46,3,243190,3,9,2,1,5,1,5,7688,0,40,1,8
18,25,153405,4,7,1,1,69,1,5,0,0,25,1,1
37,3,329980,6,14,2,2,2,1,1,0,2415,60,1,8
57,3,176079,6,14,3,5,1,1,5,0,0,40,1,1
43,1,218542,3,9,1,1,17,4,5,0,0,40,1,1
29,1,303446,1,13,2,5,2,1,1,0,0,25,1794,1
40,3,102606,6,14,2,2,2,1,1,0,0,40,1,8
44,2,483201,1,13,2,2,2,1,1,0,0,40,1,1
77,25,144608,3,9,2,2,2,1,1,0,0,6,1,1
30,3,226013,1,13,1,5,1,4,1,0,0,40,1,1
21,3,165475,3,9,2,17,2,1,1,0,0,40,1,1
66,3,263637,205,6,2,29,2,1,1,0,0,40,1,1
40,3,201495,4,7,1,15,13,1,1,0,0,35,1,1
68,3,213720,3,9,2,14,2,1,1,0,0,40,1,1
64,3,170483,3,9,138,7,1,1,5,0,0,38,1,1
26,3,214303,1,13,1,5,1,1,5,0,0,50,1,1
32,3,190511,11,10,2,2,2,1,1,0,0,40,1,8
32,3,242150,3,9,1,1,13,1,1,0,0,38,1,1
51,25,159755,6,14,2,5,2,1,1,0,0,40,1,8
50,3,147629,6,14,2,5,2,1,1,15024,0,45,1,8
49,3,268022,1,13,2,14,2,1,1,0,0,50,1,8
28,3,188711,1,13,1,15,17,1,1,0,0,20,1,1
29,3,452205,3,9,3,7,17,1,5,0,0,36,1,1
21,3,260847,11,10,1,14,13,1,1,0,0,30,1,1
28,3,291374,3,9,1,1,17,4,5,0,0,40,1,1
55,3,189933,205,6,2,26,2,1,1,0,0,40,1,1
45,2,133969,3,9,2,14,2,12,1,0,0,50,844,8
35,3,330664,11,10,1,14,1,1,1,0,0,40,1,1
26,3,122999,6,14,1,5,1,1,1,8614,0,40,1,8
30,3,111415,3,9,2,7,2,1,1,0,0,55,114,1
33,3,217235,3,9,2,14,2,1,1,0,0,20,1,1
40,3,121956,1,13,7,5,1,12,1,13550,0,40,236,8
23,3,120172,1,13,1,2,1,1,1,0,0,40,1,1
35,3,343403,11,10,1,14,1,1,5,0,0,40,1,1
48,2,104790,4,7,2,16,2,1,1,0,0,50,1,8
39,25,473547,205,6,3,3,13,4,1,0,0,40,1,1
53,25,260106,49,15,3,5,1,1,5,0,0,50,1,1
49,22,168232,3,9,2,1,2,1,1,0,0,40,1,8
31,3,348491,1,13,1,2,1,4,5,0,0,40,1,1
36,3,24106,3,9,2,26,2,1,1,3103,0,40,1,8
60,51,197553,11,10,2,2,2,1,1,7688,0,50,1,8
29,3,421065,3,9,1,17,1,1,1,0,0,48,1,1
54,51,138852,11,10,2,14,2,1,1,0,0,45,1,8
34,3,379412,3,9,2,26,2,1,1,0,0,50,1,1
30,3,181992,11,10,1,14,1,4,5,0,0,35,1,1
26,3,236564,3,9,1,3,1,1,1,0,0,40,1,1
47,3,363418,11,10,1,14,1,1,1,0,0,70,1,8
50,3,112351,3,9,3,2,17,1,1,0,0,38,1,1
30,3,204704,1,13,1,2,17,1,5,0,0,45,1,8
44,3,54611,11,10,3,17,1,1,1,0,0,50,1,1
49,3,128132,3,9,2,14,2,1,1,0,0,60,1,8
75,2,30599,6,14,7,5,1,1,5,0,0,50,1,1
37,3,379522,1,13,2,14,2,1,1,0,0,55,1,8
51,1,196504,3,9,3,26,17,1,1,0,0,38,1,1
35,3,82552,3,9,1,26,17,1,1,0,0,35,1,1
28,3,104024,11,10,1,14,69,1,5,0,0,40,1,1
66,2,293114,3,9,2,16,2,1,1,1409,0,40,1,1
72,3,74141,7,5,2,2,5,12,5,0,0,48,1,8
39,3,192337,1,13,21,14,1,1,1,0,0,50,1,1
27,3,262478,3,9,1,16,13,4,1,0,0,30,1,1
57,3,185072,11,10,1,1,69,4,5,0,0,40,7,1
24,3,296045,15,4,2,26,2,1,1,2635,0,38,1,1
28,3,246595,3,9,1,26,13,1,1,0,0,70,1,1
23,3,54472,11,10,7,7,1,1,5,0,0,50,1,1
31,3,331065,1,13,1,2,1,1,5,0,1408,40,1,1
23,3,161708,11,10,1,7,13,1,5,0,0,20,1,1
31,3,264936,11,10,1,7,1,1,5,0,0,40,1,1
27,25,113545,1,13,1,5,1,1,5,0,0,40,1,1
30,3,212237,1,13,2,5,2,1,1,0,1740,45,1,1
34,3,173806,6,14,1,5,1,1,1,4865,0,60,1,1
57,22,370890,3,9,1,1,1,1,1,0,2258,40,1,1
39,3,505119,6,14,2,2,2,1,1,0,0,40,5,8
23,3,193089,4,7,1,26,13,1,1,0,0,40,1,1
24,25,33432,14,12,2,7,5,1,5,0,0,40,1,1
36,3,103110,20,16,1,5,1,1,1,0,0,40,91,1
32,3,160362,11,10,3,7,69,1,1,0,0,40,1794,1
35,3,204621,14,12,3,7,13,1,5,0,0,40,1,1
36,3,35309,1,13,2,2,2,1,1,0,0,40,1,1
47,3,194772,46,11,2,17,2,1,1,0,0,40,1,8
35,3,154410,3,9,1,3,1,1,1,0,0,40,1,1
44,22,220563,11,10,2,24,2,1,1,0,0,40,1,1
32,1,253354,6,14,2,5,2,1,1,0,0,50,1,1
32,3,211699,14,12,2,2,5,1,5,0,1485,40,1,8
63,2,167501,11,10,2,5,5,1,5,20051,0,10,1,8
34,3,229732,46,11,2,26,2,1,1,0,0,40,1,1
47,3,185465,3,9,2,26,2,4,1,0,0,40,1,1
27,3,335764,4,7,2,14,13,4,1,0,0,35,1,1
23,3,460046,3,9,21,2,17,1,5,0,0,42,1,1
50,3,176924,205,6,2,26,2,1,1,0,0,38,1,1
49,1,213307,11,10,2,5,2,1,1,0,0,40,1,1
36,3,83893,11,10,2,2,2,1,1,0,0,40,1,8
23,3,194102,1,13,1,2,17,1,1,0,0,40,1,1
61,3,238611,15,4,138,7,17,4,5,0,0,38,1,1
41,3,113597,11,10,2,16,2,1,1,0,0,16,1,1
27,2,208406,1,13,2,2,2,1,1,0,0,60,1,8
53,3,274528,1,13,3,2,1,1,1,0,0,70,1,1
17,2,60116,205,6,1,1,13,1,1,0,0,10,1,1
53,3,166368,11,10,1,26,1,1,1,0,0,40,1,1
28,3,303954,3,9,2,26,2,1,1,0,1848,42,1,8
24,3,99386,1,13,7,5,13,1,5,0,0,40,1,1
22,3,188569,11,10,1,1,1,1,5,0,0,20,1,1
53,3,302868,1,13,2,14,2,1,1,0,0,50,1,8
18,3,283342,4,7,1,7,69,4,1,0,0,20,1,1
24,3,233777,11,10,1,14,17,1,1,0,0,50,15,1
20,3,170038,3,9,1,14,1,1,5,0,0,40,1,1
30,25,261319,15,4,2,15,2,1,1,0,0,40,1,1
37,1,367237,46,11,1,5,1,1,1,8614,0,40,1,8
34,3,126838,3,9,2,15,2,1,1,0,0,40,1,1
19,3,354104,3,9,1,3,13,1,1,0,0,30,1,1
20,3,176321,386,8,1,1,13,1,5,0,0,40,15,1
47,3,85129,3,9,3,7,1,12,5,0,0,40,1,1
22,3,62507,1,13,1,5,13,1,5,0,0,40,1,1
42,25,111252,6,14,2,2,2,1,1,0,1977,40,1,8
60,3,156889,11,10,3,1,1,1,5,0,0,40,1,1
32,3,549430,3,9,1,494,17,1,5,0,0,40,15,1
46,3,29696,3,9,2,2,2,1,1,0,0,40,1,8
66,3,98837,3,9,138,1,1,1,5,0,0,40,1,1
37,3,86150,1,13,2,7,5,12,5,0,0,30,1,8
34,3,204991,11,10,3,2,13,1,1,0,0,44,1,1
45,3,371886,1,13,1,5,1,1,1,0,0,46,1,1
35,3,103605,4,7,2,16,2,1,1,0,0,40,1,1
51,25,133050,11,10,2,2,2,4,1,0,0,40,1,8
36,25,126569,11,10,2,29,2,1,1,0,0,40,1,8
25,22,144259,3,9,1,1,13,4,1,0,0,40,1,1
51,3,161482,3,9,3,7,17,1,5,0,0,38,1,1
25,2,305449,11,10,1,17,13,1,1,0,0,40,1,1
19,3,125010,3,9,1,16,13,1,1,0,0,45,1,1
47,3,304133,11,10,2,2,2,1,1,0,0,45,1,1
59,25,120617,3,9,21,29,17,4,5,0,0,40,1,1
34,3,157747,1,13,2,2,2,1,1,0,0,40,1,8
40,3,297396,11,10,21,2,17,1,5,0,0,60,1,1
42,3,121287,3,9,3,17,1,1,1,0,0,45,1,1
37,3,49115,6,14,2,2,2,1,1,0,0,60,1,8
51,51,208302,14,12,2,14,2,1,1,0,0,38,1,8
25,3,304032,3,9,1,1,13,1,1,0,0,36,1,1
31,22,207301,3,9,2,1,5,1,5,0,0,40,1,8
37,3,123211,3,9,2,7,2,1,1,0,0,44,1,8
42,3,33521,14,12,2,14,2,1,1,0,0,45,1,8
35,3,410034,11,10,3,14,1,1,1,0,0,50,1,1
51,3,175339,1,13,2,14,2,1,1,0,0,47,1,8
49,3,168211,11,10,2,26,2,1,1,0,1485,40,1,8
26,3,125680,1,13,1,5,1,12,1,0,0,16,942,1
56,25,160829,3,9,3,1,1,1,5,0,0,46,1,1
52,3,266529,11,10,2,5,2,1,1,0,0,45,1,8
47,1,224149,1,13,3,2,1,1,5,0,0,40,1,8
52,3,150930,46,11,2,26,2,1,1,0,0,40,1,1
30,3,343699,3,9,3,26,17,1,5,0,0,40,1,1
43,51,172826,11,10,2,14,2,1,1,99999,0,55,1,8
42,3,213821,3,9,2,26,2,1,1,0,1887,40,1,8
26,3,211265,11,10,7,26,69,4,5,0,0,35,398,1
58,25,160586,3,9,2,16,2,1,1,0,0,40,1,1
66,3,146454,11,10,2,14,2,1,1,5556,0,40,1,8
30,3,203277,3,9,2,29,2,1,1,0,0,60,1,8
46,3,309895,11,10,21,1,17,1,5,0,0,40,1,1
45,3,26522,11,10,2,1,5,1,5,0,1902,35,1,8
57,3,103809,3,9,1,14,17,1,5,0,0,40,1,1
25,3,90291,1,13,1,2,13,1,1,0,0,40,1,1
21,1,181761,11,10,1,24,13,1,5,0,0,10,1,1
37,3,35330,3,9,3,26,1,1,1,0,1669,55,1,1
45,25,135776,6,14,3,5,1,1,5,0,0,30,1,1
39,3,179579,3,9,1,26,13,1,1,0,0,40,1,1
42,3,193626,3,9,2,1,5,1,5,0,0,53,1,1
20,3,108887,3,9,1,17,13,1,5,0,0,40,1,1
23,3,199070,3,9,1,29,13,4,1,0,0,16,1,1
25,3,441591,1,13,1,24,13,1,1,0,0,40,1,1
47,3,185254,53,3,1,494,13,1,5,0,0,40,460,1
24,3,109307,3,9,1,14,13,1,1,0,0,45,1,1
35,3,23621,3,9,1,26,1,1,1,0,0,70,1,1
44,25,145178,3,9,2,7,5,4,5,0,0,38,7,8
47,1,30575,11,10,2,5,2,1,1,0,0,50,1,1
28,1,130620,4,7,21,1,17,12,5,0,0,40,12,1
41,25,22155,6,14,3,5,17,1,5,0,0,60,1,1
31,3,106437,3,9,1,1,1,1,5,0,0,40,1,1
27,3,79787,6,14,1,2,1,1,5,0,0,25,1,1
47,3,326857,46,11,2,26,2,1,1,5013,0,40,1,1
44,3,81853,3,9,1,14,1,12,5,0,0,40,1,1
61,3,120933,11,10,1,494,1,1,5,0,0,40,1,1
42,22,153143,11,10,3,1,69,1,5,0,0,40,34,1
46,3,27669,3,9,1,7,1,1,5,0,0,28,1,1
46,3,105444,1,13,2,2,2,1,1,0,0,50,1,8
54,25,169785,6,14,138,5,17,1,5,0,0,38,1,1
49,3,122493,3,9,138,24,17,1,1,0,0,40,1,1
56,25,242670,11,10,138,1,17,1,5,0,0,40,1,1
52,3,54933,6,14,3,5,13,1,5,0,0,40,1,1
34,3,209317,3,9,2,15,2,1,1,0,0,40,34,1
25,2,282631,3,9,2,26,2,1,1,0,0,40,1,1
18,3,98044,4,7,1,5,13,1,5,0,0,40,1,1
58,3,187487,3,9,2,17,2,1,1,0,0,40,1,1
31,1,60186,1,13,3,5,1,1,1,0,0,40,1,1
29,3,75648,11,10,2,26,2,1,1,0,0,55,1,1
28,3,201175,4,7,1,17,1,4,1,0,0,40,1,1
30,3,19302,11,10,1,1,1,1,1,0,0,48,1,1
44,3,146659,6,14,2,5,2,1,1,0,1887,35,1,8
75,3,101887,205,6,138,494,1,1,5,0,0,70,1,1
26,3,60726,11,10,2,26,2,4,1,0,0,40,1,1
33,51,201763,1,13,2,14,2,1,1,0,0,50,1,8
57,51,119253,6,14,2,14,2,1,1,15024,0,65,1,8
47,2,121124,53,3,2,14,2,1,1,0,0,55,749,8
41,3,220132,3,9,2,2,2,1,1,7298,0,40,1,8
21,3,60639,11,10,1,7,1,1,5,0,0,37,1,1
17,3,195262,4,7,1,26,13,1,1,0,0,17,1,1
22,3,100587,11,10,1,7,13,4,5,0,0,15,1,1
47,3,298130,3,9,2,14,2,1,1,0,0,40,1,1
45,3,242391,1,13,2,2,2,1,1,0,0,40,1,8
32,2,197867,46,11,3,14,17,1,1,0,0,50,1,1
59,3,151977,205,6,21,494,1,4,5,0,0,30,1,1
38,3,277347,3,9,2,26,2,1,1,0,0,50,1,1
33,3,125249,3,9,21,29,13,1,5,0,0,40,1,1
41,3,222142,3,9,2,17,2,1,1,0,0,40,1,1
51,3,270194,7,5,2,15,2,1,1,0,0,40,1,1
42,3,169995,3,9,2,14,2,1,1,0,0,48,1,1
27,3,359155,1,13,2,5,5,1,5,0,0,40,1,8
60,3,123992,11,10,2,26,2,1,1,0,0,45,1,1
64,25,266080,3,9,3,1,1,1,5,0,0,35,1,1
37,3,201531,14,12,2,17,2,1,1,0,0,40,1,8
54,2,179704,1,13,2,2,2,1,1,0,0,45,1,8
36,3,393673,14,12,2,2,5,1,5,0,0,50,1,8
41,2,438696,6,14,3,14,17,1,1,0,0,5,1,8
35,2,207568,15,4,2,16,2,1,1,0,0,75,1,1
63,51,54052,6,14,2,14,2,1,1,0,0,68,1,8
46,3,187581,3,9,3,26,69,1,1,0,0,40,1,1
47,2,77102,6,14,3,5,1,1,1,0,0,40,1,1
24,3,353010,1,13,1,17,1,1,1,0,0,65,1,1
29,3,54131,11,10,1,14,1,1,1,0,0,30,1,1
74,22,39890,11,10,138,15,1,1,5,0,0,18,1,1
50,3,156877,4,7,2,15,2,1,1,0,0,70,1,8
22,3,355686,11,10,1,1,1,1,5,0,0,40,1,1
48,3,300168,386,8,21,1,13,4,5,0,0,40,1,1
30,3,488720,7,5,2,3,69,1,1,0,0,40,15,1
32,3,157287,1,13,2,14,2,1,1,0,0,40,1,1
39,3,184659,3,9,2,17,2,1,1,0,0,40,1,1
49,3,214169,11,10,2,26,2,1,1,0,0,40,1,8
25,3,192149,1,13,1,1,13,1,5,0,0,40,1,1
50,3,137253,1,13,2,1,5,1,5,0,0,40,1,8
44,3,373050,3,9,2,15,2,1,1,0,0,40,1,1
65,3,90377,46,11,2,16,2,1,1,6767,0,60,1,1
28,22,183151,14,12,2,1,2,1,1,0,0,60,1,1
55,3,227158,1,13,138,1,17,1,5,0,0,40,1,1
49,25,34021,1,13,1,5,13,1,5,0,0,50,1,1
31,3,165148,3,9,21,2,17,1,5,0,0,12,1,1
47,3,211668,3,9,2,17,5,4,5,0,0,40,1,8
45,3,358886,3,9,2,15,2,1,1,0,0,40,1,8
35,3,47707,3,9,1,7,1,4,5,0,0,40,1,1
34,2,306982,1,13,2,14,2,12,1,0,0,60,844,1
49,25,52590,3,9,138,29,1,4,1,0,0,40,1,1
27,3,158156,3,9,1,7,1,1,5,0,0,42,1,1
42,3,70055,3,9,2,3,2,1,1,0,0,40,1,1
64,2,177825,3,9,1,7,1,1,1,1055,0,40,1,1
33,3,127215,11,10,2,14,2,1,1,0,0,48,1,8
23,3,175183,11,10,1,1,1,1,5,0,0,40,1,1
45,3,142287,6,14,2,2,2,1,1,0,0,50,1,8
34,3,221324,3,9,1,17,17,4,5,0,0,40,1,1
53,3,227602,3,9,3,14,1,1,5,0,0,37,15,1
22,3,228452,205,6,1,26,1,1,1,0,0,30,1,1
57,1,39380,3,9,21,7,1,1,5,0,0,35,1,1
23,3,336360,15,4,1,26,13,4,1,0,0,40,1,1
31,3,257644,4,7,1,15,17,1,1,0,0,40,1,1
23,1,235853,1,13,1,24,1,1,1,0,0,22,1,1
30,3,270577,3,9,21,1,17,1,5,0,0,40,1,1
32,25,222900,1,13,21,5,1,1,5,0,0,50,1,8
42,3,99254,14,12,2,1,5,4,5,0,0,40,1,8
51,3,224763,15,4,2,15,2,1,1,0,0,40,5,1
59,2,174056,1,13,2,14,2,1,1,15024,0,40,1,8
36,3,127306,1,13,1,2,13,1,5,0,0,40,1,1
45,3,339506,3,9,1,14,1,4,1,0,0,40,1,1
35,3,178322,46,11,2,14,2,1,1,0,0,50,114,8
33,3,189843,15,4,2,17,2,1,1,0,0,40,1,1
43,3,160815,46,11,3,5,17,1,5,0,0,40,1,1
60,3,207665,3,9,2,24,5,1,5,0,0,40,1,8
37,1,160402,1,13,2,5,2,1,1,0,0,55,1,8
35,3,170263,11,10,1,24,17,1,5,0,0,40,1,1
36,3,184659,11,10,2,1,2,1,1,0,0,52,1,1
38,22,338320,49,15,2,5,2,1,1,0,1977,50,1,8
54,3,101017,15,4,2,26,2,1,1,0,0,40,1,1
51,3,204322,46,11,2,3,2,1,1,0,0,40,1,8
45,3,241350,14,12,2,26,2,1,1,0,0,45,1,8
63,22,217994,11,10,3,2,17,1,5,0,0,40,1,1
51,3,128143,11,10,2,26,2,1,1,0,0,40,1,8
58,2,164065,6,14,3,14,1,1,1,0,0,18,1,1
64,25,78866,3,9,3,1,1,1,5,0,0,40,1,1
20,3,236769,11,10,1,3,13,1,1,0,0,40,1,1
44,22,239539,1,13,2,1,2,12,1,0,0,40,142,8
39,3,34028,1,13,3,2,17,1,5,0,0,48,1,1
45,1,207847,11,10,1,1,17,1,5,0,0,40,1,1
44,3,175935,20,16,2,1,2,1,1,0,0,55,1,8
22,22,218445,11,10,1,2,1,1,5,0,0,40,1,1
63,51,215833,3,9,2,2,2,1,1,0,0,40,1,8
26,3,156976,46,11,21,7,1,4,1,0,0,40,1,1
42,2,220647,1,13,2,16,2,1,1,0,0,45,1,1
20,3,218343,3,9,1,7,13,1,5,0,0,25,1,1
29,3,241431,6,14,2,14,2,1,1,7298,0,40,1,8
38,25,123983,1,13,1,2,17,12,1,0,1741,40,2080,1
25,3,73289,3,9,1,15,13,1,1,0,0,40,1,1
27,3,408623,1,13,2,26,69,1,1,0,0,50,1,1
46,3,169180,46,11,3,1,1,1,5,0,0,40,1,1
31,3,54929,11,10,3,26,1,1,1,0,0,60,1,1
24,3,306779,46,11,1,2,13,1,1,0,0,35,1,1
43,3,159549,11,10,2,14,2,1,1,0,0,50,1,8
23,3,482082,386,8,1,17,13,1,1,0,0,21,15,1
32,25,286101,3,9,1,15,17,4,5,0,0,37,1,1
44,3,167955,3,9,2,26,2,1,1,0,0,40,203,1
40,2,209040,1,13,2,14,2,1,1,0,0,40,1,1
38,3,105017,3,9,3,26,17,1,1,0,0,40,1,1
23,3,27776,46,11,1,17,1,1,1,0,0,40,1,1
19,3,242941,11,10,1,14,13,1,5,0,1602,10,1,1
41,3,118853,11,10,2,14,2,1,1,0,0,40,1,1
48,3,119565,3,9,2,26,2,1,1,0,0,40,1,1
23,3,196827,11,10,2,17,2,1,1,0,1902,40,1,1
47,3,275361,14,12,138,7,13,1,5,0,0,35,1,1
42,3,225193,3,9,2,26,2,1,1,0,0,40,1,1
17,3,329783,205,6,1,14,69,1,5,0,0,10,1,1
29,25,107411,49,15,1,5,1,1,5,0,0,70,1,1
21,1,258490,11,10,1,5,1,1,5,0,0,20,1,1
31,3,219509,3,9,2,7,2,1,1,0,0,40,15,8
27,25,29174,1,13,1,5,17,1,5,0,0,40,1,1
29,3,40083,20,16,1,5,1,1,1,0,0,40,104,1
23,3,87528,1,13,1,14,1,1,5,0,0,45,1,1
41,3,116379,6,14,2,5,2,12,1,0,0,55,290,8
46,25,216214,1,13,2,5,2,1,1,0,0,35,1,8
34,3,268051,11,10,2,29,69,4,5,0,0,25,315,1
42,2,121718,3,9,2,26,2,1,1,0,0,24,1,1
18,3,201901,3,9,1,3,13,1,5,0,1719,15,1,1
46,3,109089,3,9,3,26,1,1,1,0,0,37,1,1
52,3,284129,11,10,2,26,2,1,1,0,0,40,1,8
56,3,143030,3,9,3,26,17,1,5,0,0,40,1,1
21,3,212619,46,11,1,17,13,1,1,0,0,40,1,1
22,2,199011,3,9,1,26,69,1,1,0,0,20,1,1
31,3,118901,1,13,3,1,17,1,5,0,0,45,1,1
41,2,129865,3,9,2,7,2,1,1,0,0,60,1,1
25,3,157900,11,10,21,1,17,1,5,0,0,40,1,1
43,2,349341,1,13,3,2,1,1,1,0,0,60,1,1
45,3,158685,3,9,21,14,1,1,5,0,0,40,1,1
26,3,386585,11,10,3,24,1,1,1,0,0,60,1,1
90,3,52386,11,10,1,7,1,12,1,0,0,35,1,1
